OTU id	GC content	Rho scores	Rho homolog	length of U-rich sequence	Completeness	Contamination	Taxonomy					
OTU-42906	50.30997000000001	3.21318895348838	1	5	98.5	1	d__Bacteria;p__Bacteroidota;c__Bacteroidia;o__Chitinophagales;f__Saprospiraceae;g__Lewinella_A;s__Lewinella_A sp002591745					
OTU-32282	58.85369	3.53511120000001	1	4	99	0.5	d__Bacteria;p__Bacteroidota;c__Bacteroidia;o__Chitinophagales;f__Saprospiraceae;g__Lewinella_A;s__Lewinella_A xylanilytica					
OTU-44089	50.97079	3.29511424944459	1	5	99.48	4.41	d__Bacteria;p__Bacteroidota;c__Bacteroidia;o__Chitinophagales;f__Saprospiraceae;g__Lewinella_B;s__Lewinella_B nigricans					
OTU-45097	50.94641	2.67691458679978	1	5	100	4.04	d__Bacteria;p__Bacteroidota;c__Bacteroidia;o__Chitinophagales;f__Saprospiraceae;g__Phaeodactylibacter;s__Phaeodactylibacter xiamenensis					
OTU-33162	45.97721	2.55555314371258	1	7	100	0	d__Bacteria;p__Bacteroidota;c__Bacteroidia;o__Chitinophagales;f__Saprospiraceae;g__Saprospira;s__Saprospira grandis_A					
OTU-21153	46.36014	2.59552232142858	1	7	100	0	d__Bacteria;p__Bacteroidota;c__Bacteroidia;o__Chitinophagales;f__Saprospiraceae;g__Saprospira;s__Saprospira grandis_B					
OTU-44387	30.671309999999902	1.24806511123168	1	8	100	0.55	d__Bacteria;p__Bacteroidota;c__Bacteroidia;o__Cytophagales;f__Bernardetiaceae;g__Bernardetia;s__Bernardetia litoralis					
OTU-36077	41.83198	2.02775412293853	1	7	99.45	0	d__Bacteria;p__Bacteroidota;c__Bacteroidia;o__Cytophagales;f__Bernardetiaceae;g__Hugenholtzia;s__Hugenholtzia roseola					
OTU-20268	37.57338	1.54279066147859	1	7	97.88	3.55	d__Bacteria;p__Bacteroidota;c__Bacteroidia;o__Cytophagales;f__Bernardetiaceae;g__Thermoflexibacter;s__Thermoflexibacter ruber					
OTU-22140	56.53764999999999	3.45850483202945	1	5	99.08	1.04	d__Bacteria;p__Bacteroidota;c__Bacteroidia;o__Cytophagales;f__Catalimonadaceae;g__Catalinimonas;s__Catalinimonas alkaloidigena					
OTU-27828	42.34542	1.39408606811145	1	8	99.39	0.91	d__Bacteria;p__Bacteroidota;c__Bacteroidia;o__Cytophagales;f__Catalimonadaceae;g__Flexibacter;s__Flexibacter flexilis					
OTU-29432	40.08113	2.23713911742708	1	7	100	0.94	d__Bacteria;p__Bacteroidota;c__Bacteroidia;o__Cytophagales;f__Cyclobacteriaceae;g__Algoriphagus;s__					
OTU-40897	40.39471	2.39284639830509	1	7	100	0	d__Bacteria;p__Bacteroidota;c__Bacteroidia;o__Cytophagales;f__Cyclobacteriaceae;g__Algoriphagus;s__					
OTU-38241	41.07949	2.83569548133596	1	7	100	0	d__Bacteria;p__Bacteroidota;c__Bacteroidia;o__Cytophagales;f__Cyclobacteriaceae;g__Algoriphagus;s__					
OTU-31545	43.88586	2.99832000000001	1	6	99.62	0	d__Bacteria;p__Bacteroidota;c__Bacteroidia;o__Cytophagales;f__Cyclobacteriaceae;g__Algoriphagus;s__					
OTU-40356	42.516130000000004	2.58600941915228	1	7	99.62	0.38	d__Bacteria;p__Bacteroidota;c__Bacteroidia;o__Cytophagales;f__Cyclobacteriaceae;g__Algoriphagus;s__Algoriphagus alkaliphilus					
OTU-30803	40.305930000000004	2.13487730496454	1	7	100	0.56	d__Bacteria;p__Bacteroidota;c__Bacteroidia;o__Cytophagales;f__Cyclobacteriaceae;g__Algoriphagus;s__Algoriphagus antarcticus					
OTU-44133	44.17089	2.89545988880064	1	6	99.62	0.75	d__Bacteria;p__Bacteroidota;c__Bacteroidia;o__Cytophagales;f__Cyclobacteriaceae;g__Algoriphagus;s__Algoriphagus aquaeductus					
OTU-33342	40.20697	2.2368880918221	1	7	100	0.19	d__Bacteria;p__Bacteroidota;c__Bacteroidia;o__Cytophagales;f__Cyclobacteriaceae;g__Algoriphagus;s__Algoriphagus aquimarinus					
OTU-39990	42.5933699999999	2.726757788162	1	6	100	0	d__Bacteria;p__Bacteroidota;c__Bacteroidia;o__Cytophagales;f__Cyclobacteriaceae;g__Algoriphagus;s__Algoriphagus boritolerans					
OTU-34630	40.495489999999904	2.2548484398217	1	7	100	0.31	d__Bacteria;p__Bacteroidota;c__Bacteroidia;o__Cytophagales;f__Cyclobacteriaceae;g__Algoriphagus;s__Algoriphagus chordae					
OTU-35056	41.26231	2.57730656219393	1	7	100	0	d__Bacteria;p__Bacteroidota;c__Bacteroidia;o__Cytophagales;f__Cyclobacteriaceae;g__Algoriphagus;s__Algoriphagus faecimaris					
OTU-38282	39.35266	2.49141512605042	1	7	99.25	0	d__Bacteria;p__Bacteroidota;c__Bacteroidia;o__Cytophagales;f__Cyclobacteriaceae;g__Algoriphagus;s__Algoriphagus halophilus					
OTU-40650	42.03981	2.61760932944607	1	7	100	0	d__Bacteria;p__Bacteroidota;c__Bacteroidia;o__Cytophagales;f__Cyclobacteriaceae;g__Algoriphagus;s__Algoriphagus hitonicola					
OTU-39232	41.158860000000004	2.32565098314607	1	7	100	0.38	d__Bacteria;p__Bacteroidota;c__Bacteroidia;o__Cytophagales;f__Cyclobacteriaceae;g__Algoriphagus;s__Algoriphagus locisalis					
OTU-18939	38.662279999999996	2.20042088353414	1	7	100	0	d__Bacteria;p__Bacteroidota;c__Bacteroidia;o__Cytophagales;f__Cyclobacteriaceae;g__Algoriphagus;s__Algoriphagus machipongonensis					
OTU-37591	42.69567	2.85845739910314	1	7	100	0	d__Bacteria;p__Bacteroidota;c__Bacteroidia;o__Cytophagales;f__Cyclobacteriaceae;g__Algoriphagus;s__Algoriphagus mannitolivorans					
OTU-40140	41.85064	2.64186540378864	1	7	100	0	d__Bacteria;p__Bacteroidota;c__Bacteroidia;o__Cytophagales;f__Cyclobacteriaceae;g__Algoriphagus;s__Algoriphagus marincola					
OTU-10496	42.219069999999995	2.60933872598585	1	7	100	0	d__Bacteria;p__Bacteroidota;c__Bacteroidia;o__Cytophagales;f__Cyclobacteriaceae;g__Algoriphagus;s__Algoriphagus marincola_A					
OTU-22005	39.5287	2.22434428923583	1	7	100	0.45	d__Bacteria;p__Bacteroidota;c__Bacteroidia;o__Cytophagales;f__Cyclobacteriaceae;g__Algoriphagus;s__Algoriphagus marinus					
OTU-20565	39.4063	2.25012027833002	1	7	100	0	d__Bacteria;p__Bacteroidota;c__Bacteroidia;o__Cytophagales;f__Cyclobacteriaceae;g__Algoriphagus;s__Algoriphagus ornithinivorans					
OTU-34623	39.3604299999999	2.16311639824305	1	7	100	0.31	d__Bacteria;p__Bacteroidota;c__Bacteroidia;o__Cytophagales;f__Cyclobacteriaceae;g__Algoriphagus;s__Algoriphagus ratkowskyi					
OTU-38791	41.92762	2.35851605675878	1	6	98.31	0.5	d__Bacteria;p__Bacteroidota;c__Bacteroidia;o__Cytophagales;f__Cyclobacteriaceae;g__Algoriphagus;s__Algoriphagus resistens					
OTU-22022	41.40737	2.78523782234958	1	7	100	0	d__Bacteria;p__Bacteroidota;c__Bacteroidia;o__Cytophagales;f__Cyclobacteriaceae;g__Algoriphagus;s__Algoriphagus sp001593605					
OTU-34126	44.0373	2.9110474820144	1	6	100	0.26	d__Bacteria;p__Bacteroidota;c__Bacteroidia;o__Cytophagales;f__Cyclobacteriaceae;g__Algoriphagus;s__Algoriphagus sp002002735					
OTU-9880	41.9045899999999	2.57571325796506	1	7	100	0	d__Bacteria;p__Bacteroidota;c__Bacteroidia;o__Cytophagales;f__Cyclobacteriaceae;g__Algoriphagus;s__Algoriphagus sp002807035					
OTU-25484	43.19598	2.90209382151031	1	7	100	0.19	d__Bacteria;p__Bacteroidota;c__Bacteroidia;o__Cytophagales;f__Cyclobacteriaceae;g__Algoriphagus;s__Algoriphagus sp003259255					
OTU-26985	47.762969999999896	3.09154965646472	1	6	100	0	d__Bacteria;p__Bacteroidota;c__Bacteroidia;o__Cytophagales;f__Cyclobacteriaceae;g__Algoriphagus;s__Algoriphagus terrigena					
OTU-23949	42.80233	2.68359686727124	1	7	100	0	d__Bacteria;p__Bacteroidota;c__Bacteroidia;o__Cytophagales;f__Cyclobacteriaceae;g__Algoriphagus;s__Algoriphagus vanfongensis					
OTU-43867	40.2117599999999	2.26996502976191	1	7	100	0.38	d__Bacteria;p__Bacteroidota;c__Bacteroidia;o__Cytophagales;f__Cyclobacteriaceae;g__Algoriphagus;s__Algoriphagus yeomjeoni					
OTU-20006	39.28734	2.47916732751785	1	7	100	0.19	d__Bacteria;p__Bacteroidota;c__Bacteroidia;o__Cytophagales;f__Cyclobacteriaceae;g__Algoriphagus;s__Algoriphagus zhangzhouensis					
OTU-27236	39.17815		1	7	100	0.36	d__Bacteria;p__Bacteroidota;c__Bacteroidia;o__Cytophagales;f__Cyclobacteriaceae;g__Anditalea;s__Anditalea andensis					
OTU-23874	41.18378	2.56730293663061	1	7	100	0.38	d__Bacteria;p__Bacteroidota;c__Bacteroidia;o__Cytophagales;f__Cyclobacteriaceae;g__Aquiflexum;s__					
OTU-36463	39.387519999999896	2.33253772070626	1	7	100	0.19	d__Bacteria;p__Bacteroidota;c__Bacteroidia;o__Cytophagales;f__Cyclobacteriaceae;g__Aquiflexum;s__Aquiflexum balticum					
OTU-27411	36.8125		1	7	100	0	d__Bacteria;p__Bacteroidota;c__Bacteroidia;o__Cytophagales;f__Cyclobacteriaceae;g__Belliella;s__Belliella baltica					
OTU-22418	38.204409999999896	2.10378685446009	1	7	99.62	0	d__Bacteria;p__Bacteroidota;c__Bacteroidia;o__Cytophagales;f__Cyclobacteriaceae;g__Belliella;s__Belliella buryatensis					
OTU-21491	38.557009999999906	2.09448518518518	1	7	99.62	0	d__Bacteria;p__Bacteroidota;c__Bacteroidia;o__Cytophagales;f__Cyclobacteriaceae;g__Belliella;s__Belliella pelovolcani					
OTU-25521	40.9356899999999	2.06759394904459	1	7	100	0.19	d__Bacteria;p__Bacteroidota;c__Bacteroidia;o__Cytophagales;f__Cyclobacteriaceae;g__Cecembia;s__					
OTU-35603	39.64531	2.19455020408163	1	7	100	0.75	d__Bacteria;p__Bacteroidota;c__Bacteroidia;o__Cytophagales;f__Cyclobacteriaceae;g__Cecembia;s__					
OTU-41015	39.20314	2.19818901890189	1	7	100	0.38	d__Bacteria;p__Bacteroidota;c__Bacteroidia;o__Cytophagales;f__Cyclobacteriaceae;g__Cecembia;s__					
OTU-31731	40.7003299999999	2.15084681255947	1	7	99.44	1.33	d__Bacteria;p__Bacteroidota;c__Bacteroidia;o__Cytophagales;f__Cyclobacteriaceae;g__Cecembia;s__Cecembia lonarensis					
OTU-32108	39.4530499999999	2.12460251798561	1	7	100	0.31	d__Bacteria;p__Bacteroidota;c__Bacteroidia;o__Cytophagales;f__Cyclobacteriaceae;g__Cecembia;s__Cecembia rubra					
OTU-33038	54.343289999999996	3.07153493975904	1	6	96.35	0.6	d__Bacteria;p__Bacteroidota;c__Bacteroidia;o__Cytophagales;f__Cyclobacteriaceae;g__Cesiribacter;s__Cesiribacter andamanensis					
OTU-36779	46.4690799999999	2.17699892066919	1	7	99.7	0.89	d__Bacteria;p__Bacteroidota;c__Bacteroidia;o__Cytophagales;f__Cyclobacteriaceae;g__Cesiribacter;s__Cesiribacter sp000597885					
OTU-27279	50.870870000000004		1	6	99.98	1.39	d__Bacteria;p__Bacteroidota;c__Bacteroidia;o__Cytophagales;f__Cyclobacteriaceae;g__Chryseolinea;s__					
OTU-29040	51.135239999999904	3.14417559808612	1	6	99.98	1.98	d__Bacteria;p__Bacteroidota;c__Bacteroidia;o__Cytophagales;f__Cyclobacteriaceae;g__Chryseolinea;s__Chryseolinea serpens					
OTU-33856	43.44491	2.34844248985115	1	6	99.69	0.87	d__Bacteria;p__Bacteroidota;c__Bacteroidia;o__Cytophagales;f__Cyclobacteriaceae;g__Chryseolinea_A;s__Chryseolinea_A flava					
OTU-33846	38.31027	1.63791357088703	1	7	100	0.3	d__Bacteria;p__Bacteroidota;c__Bacteroidia;o__Cytophagales;f__Cyclobacteriaceae;g__Cyclobacterium;s__Cyclobacterium amurskyense					
OTU-18748	48.35248	2.69576763485477	1	7	99.98	0	d__Bacteria;p__Bacteroidota;c__Bacteroidia;o__Cytophagales;f__Cyclobacteriaceae;g__Cyclobacterium;s__Cyclobacterium halophilum					
OTU-41754	45.420559999999895	2.45851419878296	1	7	100	0	d__Bacteria;p__Bacteroidota;c__Bacteroidia;o__Cytophagales;f__Cyclobacteriaceae;g__Cyclobacterium;s__Cyclobacterium lianum					
OTU-29034	38.14573	1.70143266475644	1	7	100	0.69	d__Bacteria;p__Bacteroidota;c__Bacteroidia;o__Cytophagales;f__Cyclobacteriaceae;g__Cyclobacterium;s__Cyclobacterium marinum					
OTU-19906	38.68052	1.66603746397695	1	7	98.3	2.03	d__Bacteria;p__Bacteroidota;c__Bacteroidia;o__Cytophagales;f__Cyclobacteriaceae;g__Cyclobacterium;s__Cyclobacterium qasimii					
OTU-18183	43.73577	2.2648007518797	1	7	100	0	d__Bacteria;p__Bacteroidota;c__Bacteroidia;o__Cytophagales;f__Cyclobacteriaceae;g__Echinicola;s__Echinicola pacifica					
OTU-21882	44.13917	2.1046493150685	1	6	100	0	d__Bacteria;p__Bacteroidota;c__Bacteroidia;o__Cytophagales;f__Cyclobacteriaceae;g__Echinicola;s__Echinicola strongylocentroti					
OTU-36799	44.75311	2.21837187500001	1	6	100	0	d__Bacteria;p__Bacteroidota;c__Bacteroidia;o__Cytophagales;f__Cyclobacteriaceae;g__Echinicola;s__Echinicola vietnamensis					
OTU-38886	40.32613	2.25189148191365	1	6	98.81	1.39	d__Bacteria;p__Bacteroidota;c__Bacteroidia;o__Cytophagales;f__Cyclobacteriaceae;g__Ekhidna;s__Ekhidna lutea					
OTU-22921	40.06296	2.10840804597701	1	7	98.75	0.3	d__Bacteria;p__Bacteroidota;c__Bacteroidia;o__Cytophagales;f__Cyclobacteriaceae;g__Fabibacter;s__Fabibacter misakiensis					
OTU-45379	41.9493	2.04531488203267	1	6	99.35	0	d__Bacteria;p__Bacteroidota;c__Bacteroidia;o__Cytophagales;f__Cyclobacteriaceae;g__Fabibacter;s__Fabibacter pacificus					
OTU-19429	41.73818	2.33241495901639	1	6	99.05	0	d__Bacteria;p__Bacteroidota;c__Bacteroidia;o__Cytophagales;f__Cyclobacteriaceae;g__Fabibacter;s__Fabibacter sp001747095					
OTU-38785	40.19002	2.18679743083004	1	6	99.05	0	d__Bacteria;p__Bacteroidota;c__Bacteroidia;o__Cytophagales;f__Cyclobacteriaceae;g__Fabibacter;s__Fabibacter spongicola					
OTU-38301	42.30981	2.23174057315234	1	6	100	0.75	d__Bacteria;p__Bacteroidota;c__Bacteroidia;o__Cytophagales;f__Cyclobacteriaceae;g__Fulvivirga;s__Fulvivirga imtechensis					
OTU-23415	38.877919999999996	1.86296812386156	1	7	99.85	0.3	d__Bacteria;p__Bacteroidota;c__Bacteroidia;o__Cytophagales;f__Cyclobacteriaceae;g__Ga0077538;s__					
OTU-27882	45.37303	2.40036660777386	1	6	99.7	1.55	d__Bacteria;p__Bacteroidota;c__Bacteroidia;o__Cytophagales;f__Cyclobacteriaceae;g__GCA-2729235;s__					
OTU-41272	39.632709999999996	2.1676987012987	1	7	100	0	d__Bacteria;p__Bacteroidota;c__Bacteroidia;o__Cytophagales;f__Cyclobacteriaceae;g__Indibacter;s__Indibacter alkaliphilus					
OTU-22581	43.16682	2.14200261780105	1	7	99.85	0.6	d__Bacteria;p__Bacteroidota;c__Bacteroidia;o__Cytophagales;f__Cyclobacteriaceae;g__Lunatimonas;s__					
OTU-23641	46.700140000000005	2.54324493927126	1	7	100	0	d__Bacteria;p__Bacteroidota;c__Bacteroidia;o__Cytophagales;f__Cyclobacteriaceae;g__Lunatimonas;s__Lunatimonas lonarensis					
OTU-38908	46.65717	2.85313394342763	1	7	100	0	d__Bacteria;p__Bacteroidota;c__Bacteroidia;o__Cytophagales;f__Cyclobacteriaceae;g__Mariniradius;s__Mariniradius saccharolyticus					
OTU-23436	35.9177899999999	1.72563863216266	1	7	100	0.6	d__Bacteria;p__Bacteroidota;c__Bacteroidia;o__Cytophagales;f__Cyclobacteriaceae;g__Marivirga;s__Marivirga sericea					
OTU-37173	35.51572	1.69118060836502	1	7	100	0.3	d__Bacteria;p__Bacteroidota;c__Bacteroidia;o__Cytophagales;f__Cyclobacteriaceae;g__Marivirga;s__Marivirga tractuosa					
OTU-27839	39.24671	2.04701018675721	1	7	100	0.02	d__Bacteria;p__Bacteroidota;c__Bacteroidia;o__Cytophagales;f__Cyclobacteriaceae;g__Mongoliibacter;s__Mongoliibacter ruber					
OTU-42550	45.57938	2.46478290468987	1	7	99.7	1.19	d__Bacteria;p__Bacteroidota;c__Bacteroidia;o__Cytophagales;f__Cyclobacteriaceae;g__Nafulsella;s__Nafulsella turpanensis					
OTU-44146	43.723819999999904	2.18647631307931	1	6	99.84	1.19	d__Bacteria;p__Bacteroidota;c__Bacteroidia;o__Cytophagales;f__Cyclobacteriaceae;g__Ohtaekwangia;s__					
OTU-23691	41.8931699999999	2.08848985507247	1	7	99.84	0.6	d__Bacteria;p__Bacteroidota;c__Bacteroidia;o__Cytophagales;f__Cyclobacteriaceae;g__Ohtaekwangia;s__Ohtaekwangia koreensis					
OTU-36305	42.4551	2.08391412520064	1	8	98.66	1.19	d__Bacteria;p__Bacteroidota;c__Bacteroidia;o__Cytophagales;f__Cyclobacteriaceae;g__Persicobacter;s__Persicobacter sp001308105					
OTU-38627	43.38621	2.24926621160409	1	6	98.59	0.36	d__Bacteria;p__Bacteroidota;c__Bacteroidia;o__Cytophagales;f__Cyclobacteriaceae;g__Reichenbachiella;s__Reichenbachiella agariperforans					
OTU-27179	39.78871		1	7	98.29	1.19	d__Bacteria;p__Bacteroidota;c__Bacteroidia;o__Cytophagales;f__Cyclobacteriaceae;g__Reichenbachiella;s__Reichenbachiella faecimaris					
OTU-43213	45.12354	2.26841772151898	1	7	98.59	0.06	d__Bacteria;p__Bacteroidota;c__Bacteroidia;o__Cytophagales;f__Cyclobacteriaceae;g__Reichenbachiella;s__Reichenbachiella sp002742335					
OTU-38514	37.040079999999996	1.84809789156626	1	7	98.29	1.93	d__Bacteria;p__Bacteroidota;c__Bacteroidia;o__Cytophagales;f__Cyclobacteriaceae;g__Reichenbachiella;s__Reichenbachiella versicolor					
OTU-25329	41.71467	2.4448497061293	1	7	100	0	d__Bacteria;p__Bacteroidota;c__Bacteroidia;o__Cytophagales;f__Cyclobacteriaceae;g__Rhodonellum;s__Rhodonellum psychrophilum					
OTU-38787	39.9865899999999	2.22787236084453	1	7	98.9	0.6	d__Bacteria;p__Bacteroidota;c__Bacteroidia;o__Cytophagales;f__Cyclobacteriaceae;g__Roseivirga;s__Roseivirga echinicomitans					
OTU-42507	39.311170000000004	1.9618747645951	1	7	99.2	0.6	d__Bacteria;p__Bacteroidota;c__Bacteroidia;o__Cytophagales;f__Cyclobacteriaceae;g__Roseivirga;s__Roseivirga ehrenbergii					
OTU-19153	39.28037	1.93661361457334	1	7	99.35	0.6	d__Bacteria;p__Bacteroidota;c__Bacteroidia;o__Cytophagales;f__Cyclobacteriaceae;g__Roseivirga;s__Roseivirga seohaensis					
OTU-19935	37.009409999999995	1.42448832271762	1	8	100	0.3	d__Bacteria;p__Bacteroidota;c__Bacteroidia;o__Cytophagales;f__Cytophagaceae;g__Cytophaga;s__Cytophaga aurantiaca					
OTU-24889	38.8459099999999	1.53692405063291	1	8	100	0	d__Bacteria;p__Bacteroidota;c__Bacteroidia;o__Cytophagales;f__Cytophagaceae;g__Cytophaga;s__Cytophaga hutchinsonii					
OTU-37552	36.076189999999905	1.81823387978142	1	8	100	1.49	d__Bacteria;p__Bacteroidota;c__Bacteroidia;o__Cytophagales;f__Cytophagaceae;g__Sporocytophaga;s__Sporocytophaga myxococcoides					
OTU-21046	35.983549999999994	1.78835792682927	1	7	100	0.6	d__Bacteria;p__Bacteroidota;c__Bacteroidia;o__Cytophagales;f__Cytophagaceae;g__Sporocytophaga;s__Sporocytophaga myxococcoides_A					
OTU-23610	32.13162	1.06963463166808	1	8	98.51	1.77	d__Bacteria;p__Bacteroidota;c__Bacteroidia;o__Cytophagales;f__Flammeovirgaceae;g__Flammeovirga;s__					
OTU-18432	32.85516	1.29723331879633	1	8	98.51	1.62	d__Bacteria;p__Bacteroidota;c__Bacteroidia;o__Cytophagales;f__Flammeovirgaceae;g__Flammeovirga;s__Flammeovirga pacifica					
OTU-30629	34.79293	1.46190576115987	1	8	98.51	1.77	d__Bacteria;p__Bacteroidota;c__Bacteroidia;o__Cytophagales;f__Flammeovirgaceae;g__Flammeovirga;s__Flammeovirga sp000812565					
OTU-31912	34.76009	1.46453913963329	1	8	98.51	2.07	d__Bacteria;p__Bacteroidota;c__Bacteroidia;o__Cytophagales;f__Flammeovirgaceae;g__Flammeovirga;s__Flammeovirga sp001583495					
OTU-33109	34.53434	1.51967290836654	1	8	98.36	1.77	d__Bacteria;p__Bacteroidota;c__Bacteroidia;o__Cytophagales;f__Flammeovirgaceae;g__Flammeovirga;s__Flammeovirga sp001682195					
OTU-19934	36.298389999999905	1.88108265871325	1	7	99.4	0.6	d__Bacteria;p__Bacteroidota;c__Bacteroidia;o__Cytophagales;f__Flammeovirgaceae;g__Flexithrix;s__Flexithrix dorotheae					
OTU-19492	35.60422	1.72199606763665	1	8	98.96	2.98	d__Bacteria;p__Bacteroidota;c__Bacteroidia;o__Cytophagales;f__Flammeovirgaceae;g__Sediminitomix;s__Sediminitomix flava					
OTU-20947	42.8032099999999	1.65410820895522	1	7	100	0.89	d__Bacteria;p__Bacteroidota;c__Bacteroidia;o__Cytophagales;f__Hymenobacteraceae;g__Adhaeribacter;s__					
OTU-41646	39.63471	1.60872235576923	1	8	100	0.74	d__Bacteria;p__Bacteroidota;c__Bacteroidia;o__Cytophagales;f__Hymenobacteraceae;g__Adhaeribacter;s__Adhaeribacter aquaticus					
OTU-38909	41.9894699999999	1.71330226570546	1	7	100	1.14	d__Bacteria;p__Bacteroidota;c__Bacteroidia;o__Cytophagales;f__Hymenobacteraceae;g__Adhaeribacter;s__Adhaeribacter sp003023845					
OTU-45412	54.25765	2.94559042282221	1	6	97.99	1.19	d__Bacteria;p__Bacteroidota;c__Bacteroidia;o__Cytophagales;f__Hymenobacteraceae;g__Hymenobacter;s__					
OTU-43176	56.59244999999991	3.1241928299837	1	6	100	0.6	d__Bacteria;p__Bacteroidota;c__Bacteroidia;o__Cytophagales;f__Hymenobacteraceae;g__Hymenobacter;s__					
OTU-21968	60.51468	3.26730580693814	1	5	99.65	0.74	d__Bacteria;p__Bacteroidota;c__Bacteroidia;o__Cytophagales;f__Hymenobacteraceae;g__Hymenobacter;s__					
OTU-18411	59.4845	3.33427744932431	1	5	99.11	1.32	d__Bacteria;p__Bacteroidota;c__Bacteroidia;o__Cytophagales;f__Hymenobacteraceae;g__Hymenobacter;s__					
OTU-23507	59.79421000000001	3.45415690208666	1	5	100	0.89	d__Bacteria;p__Bacteroidota;c__Bacteroidia;o__Cytophagales;f__Hymenobacteraceae;g__Hymenobacter;s__					
OTU-43803	59.734449999999995	3.45997700701479	1	5	100	0.89	d__Bacteria;p__Bacteroidota;c__Bacteroidia;o__Cytophagales;f__Hymenobacteraceae;g__Hymenobacter;s__					
OTU-44253	60.25506000000001	3.52641322314046	1	5	99.85	0	d__Bacteria;p__Bacteroidota;c__Bacteroidia;o__Cytophagales;f__Hymenobacteraceae;g__Hymenobacter;s__					
OTU-40065	61.52457	3.62154841121492	1	5	100	0.3	d__Bacteria;p__Bacteroidota;c__Bacteroidia;o__Cytophagales;f__Hymenobacteraceae;g__Hymenobacter;s__					
OTU-33356	62.35115	3.65869728434503	1	5	99.4	1.93	d__Bacteria;p__Bacteroidota;c__Bacteroidia;o__Cytophagales;f__Hymenobacteraceae;g__Hymenobacter;s__					
OTU-23390	62.0115	3.56844946913092	1	5	99.7	0.89	d__Bacteria;p__Bacteroidota;c__Bacteroidia;o__Cytophagales;f__Hymenobacteraceae;g__Hymenobacter;s__Hymenobacter actinosclerus					
OTU-39484	61.98267	3.52288796185933	1	5	99.4	0.3	d__Bacteria;p__Bacteroidota;c__Bacteroidia;o__Cytophagales;f__Hymenobacteraceae;g__Hymenobacter;s__Hymenobacter aerophilus					
OTU-28809	59.2971899999999	3.23064638346726	1	5	99.7	1.34	d__Bacteria;p__Bacteroidota;c__Bacteroidia;o__Cytophagales;f__Hymenobacteraceae;g__Hymenobacter;s__Hymenobacter arizonensis					
OTU-45487	61.231570000000005	3.43639446822519	1	5	100	0.6	d__Bacteria;p__Bacteroidota;c__Bacteroidia;o__Cytophagales;f__Hymenobacteraceae;g__Hymenobacter;s__Hymenobacter chitinivorans					
OTU-37192	62.489339999999906	3.44532275132272	1	5	97.12	0.74	d__Bacteria;p__Bacteroidota;c__Bacteroidia;o__Cytophagales;f__Hymenobacteraceae;g__Hymenobacter;s__Hymenobacter coccineus					
OTU-41506	61.18236	3.44423517038282	1	5	100	0.45	d__Bacteria;p__Bacteroidota;c__Bacteroidia;o__Cytophagales;f__Hymenobacteraceae;g__Hymenobacter;s__Hymenobacter daecheongensis					
OTU-20125	56.98763999999999	3.30216164616036	1	5	100	0.89	d__Bacteria;p__Bacteroidota;c__Bacteroidia;o__Cytophagales;f__Hymenobacteraceae;g__Hymenobacter;s__Hymenobacter gelipurpurascens					
OTU-24635	60.29369	3.27110257759074	1	5	99.16	0.89	d__Bacteria;p__Bacteroidota;c__Bacteroidia;o__Cytophagales;f__Hymenobacteraceae;g__Hymenobacter;s__Hymenobacter glacialis					
OTU-19689	60.731049999999996	3.29815343137254	1	5	99.35	0	d__Bacteria;p__Bacteroidota;c__Bacteroidia;o__Cytophagales;f__Hymenobacteraceae;g__Hymenobacter;s__Hymenobacter lapidarius					
OTU-45262	55.74586	3.06892437357631	1	6	100	0.45	d__Bacteria;p__Bacteroidota;c__Bacteroidia;o__Cytophagales;f__Hymenobacteraceae;g__Hymenobacter;s__Hymenobacter mucosus					
OTU-22655	62.513509999999904	3.40017424242423	1	5	98.76	0.3	d__Bacteria;p__Bacteroidota;c__Bacteroidia;o__Cytophagales;f__Hymenobacteraceae;g__Hymenobacter;s__Hymenobacter nivis					
OTU-26173	56.39775	2.9943572241183	1	5	100	0	d__Bacteria;p__Bacteroidota;c__Bacteroidia;o__Cytophagales;f__Hymenobacteraceae;g__Hymenobacter;s__Hymenobacter norwichensis					
OTU-35207	60.77264999999999	3.4361100917431	1	5	99.55	1.04	d__Bacteria;p__Bacteroidota;c__Bacteroidia;o__Cytophagales;f__Hymenobacteraceae;g__Hymenobacter;s__Hymenobacter psychrophilus					
OTU-30484	60.69679	3.53193274485076	1	5	99.9	0.3	d__Bacteria;p__Bacteroidota;c__Bacteroidia;o__Cytophagales;f__Hymenobacteraceae;g__Hymenobacter;s__Hymenobacter psychrotolerans					
OTU-19057	56.26806	3.09689827160493	1	6	100	0	d__Bacteria;p__Bacteroidota;c__Bacteroidia;o__Cytophagales;f__Hymenobacteraceae;g__Hymenobacter;s__Hymenobacter roseosalivarius					
OTU-25337	60.963750000000005	3.25664802485573	1	5	99.4	0.3	d__Bacteria;p__Bacteroidota;c__Bacteroidia;o__Cytophagales;f__Hymenobacteraceae;g__Hymenobacter;s__Hymenobacter sedentarius					
OTU-26730	60.5	3.26122837370241	1	5	99.7	0.6	d__Bacteria;p__Bacteroidota;c__Bacteroidia;o__Cytophagales;f__Hymenobacteraceae;g__Hymenobacter;s__Hymenobacter sp000715495					
