otu_id	genome_id	type	study	taxonomy	rho homologs	phylum	completeness	contamination	rho scores	CDS counts	stem length	loop length	U count	number	genome size
OTU-37277	GCF_002088945.1	isolate	NCBI-RefSeq	d__Bacteria;p__Proteobacteria;c__Alphaproteobacteria;o__Caulobacterales;f__Hyphomonadaceae;g__Henriciella;s__Henriciella pelagia	NZ_NCSU01000007.1_530	Proteobacteria	99.35	0.16	3.626143340857805	3358	13.0	5.0	4.0	889.0	3444025
OTU-4217	3300027867_21	MAG	GEM	d__Bacteria;p__Actinobacteriota;c__Acidimicrobiia;o__Acidimicrobiales;f__Bog-793;g__Bog-793;s__	.	Actinobacteriota	59.74	0.85	3.9537379032258064	1795	12.0	5.0	0.0	266.0	1706696
OTU-23875	2708742530	isolate	IMG	d__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__Burkholderiales;f__Burkholderiaceae;g__Polynucleobacter;s__Polynucleobacter sp900176405	Ga0139086_107_14	Proteobacteria	97.07	0.6	2.047391459074733	2777	12.0	5.0	6.0	570.0	2911239
OTU-23876	2540341223	isolate	IMG	d__Bacteria;p__Firmicutes;c__Bacilli;o__Mycoplasmatales;f__Mycoplasmataceae;g__Williamsoniiplasma;s__Williamsoniiplasma lucivorax	.	Firmicutes	99.62	1.14	0.6242479338842972	971	14.0	4.0	9.0	368.0	1103092
OTU-2854	3300011632_2	MAG	GEM	d__Bacteria;p__Actinobacteriota;c__Actinobacteria;o__Actinomycetales;f__Micrococcaceae;g__Glutamicibacter;s__	.	Actinobacteriota	87.41	1.58	3.2589224806201713	3300	19.0	4.0	5.0	1037.0	3427842
OTU-4234	GCF_002948695.1	isolate	NCBI-RefSeq	d__Bacteria;p__Firmicutes;c__Bacilli;o__Lactobacillales;f__Enterococcaceae;g__Enterococcus_B;s__Enterococcus_B faecium_B	NZ_PTYD01000092.1_36	Firmicutes	99.62	0.0	1.387138709677419	2990	17.0	5.0	8.0	988.0	2806943
OTU-23877	NielsenHB_2014__V1_CD21_0__bin.38	MAG	Pasolli et al.	d__Bacteria;p__Firmicutes_A;c__Clostridia;o__Lachnospirales;f__Lachnospiraceae;g__Ruminococcus_A;s__Ruminococcus_A sp000432335	NODE_440_length_48067_cov_5.91225_43	Firmicutes_A	98.9122	1.26582	1.3905109374999989	2791	16.0	5.0	7.0	652.0	2911793
OTU-15746	GCA_000961655.1	MAG	NCBI-MAG	d__Bacteria;p__Desulfobacterota;c__Desulfobacteria;o__Desulfobacterales;f__Desulfosarcinaceae;g__Desulfatitalea;s__Desulfatitalea sp000961655	LADR01000067.1_27,LADR01000059.1_23	Desulfobacterota	98.39	2.58	3.1629616564417313	5089	12.0	5.0	4.0	1308.0	5997605
OTU-15747	3300025606_5	MAG	GEM	d__Bacteria;p__Cyanobacteria;c__Cyanobacteriia;o__Synechococcales;f__Cyanobiaceae;g__;s__	.	Cyanobacteria	97.01	0.54	4.192292397660837	3031	11.0	5.0	0.0	700.0	2981185
OTU-15749	3300019861_14	MAG	GEM	d__Bacteria;p__Bacteroidota;c__Bacteroidia;o__Bacteroidales;f__FEN-979;g__;s__	3300019861.a:Ga0206388_1056742_29	Bacteroidota	88.71	0.27	2.3170922190201724	2305	11.0	5.0	7.0	351.0	3045279
OTU-15751	3300013131_115	MAG	GEM	d__Bacteria;p__Patescibacteria;c__UBA1384;o__XYA2-FULL-43-10;f__XYA2-FULL-43-10;g__;s__	.	Patescibacteria	73.76	0.0	1.918873646209386	1122	15.0	4.0	6.0	277.0	1119623
OTU-23878	2563366509	isolate	IMG	d__Bacteria;p__Firmicutes_I;c__Bacilli_A;o__Paenibacillales;f__Paenibacillaceae;g__Paenibacillus_S;s__Paenibacillus_S sp000686845	BP97DRAFT_scaffold00040.40_10	Firmicutes_I	98.95	2.16	1.872147154766221	6753	15.0	4.0	7.0	2779.0	7486340
OTU-15753	3300013131_110	MAG	GEM	d__Bacteria;p__Proteobacteria;c__Alphaproteobacteria;o__Rickettsiales;f__Rickettsiaceae;g__;s__	3300013131.a:Ga0172373_10001522_27	Proteobacteria	89.02	0.95	0.8005771428571427	1272	11.0	6.0	7.0	187.0	1222486
OTU-15754	3300028028_38	MAG	GEM	d__Bacteria;p__Patescibacteria;c__Gracilibacteria;o__Peribacterales;f__Peribacteraceae;g__2-02-FULL-51-10;s__	.	Patescibacteria	73.52	1.08	3.4836510989010994	1184	12.0	4.0	5.0	373.0	1223916
OTU-978	3300027561_4	MAG	GEM	d__Bacteria;p__Firmicutes_H;c__CSP1-3;o__CSP1-3;f__13-1-40CM-64-14;g__;s__	3300027561.a:Ga0209887_1000937_11	Firmicutes_H	87.96	3.55	3.497292887029289	2531	13.0	5.0	4.0	505.0	2438243
OTU-15759	3300017431_35	MAG	GEM	d__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__Competibacterales;f__Competibacteraceae;g__;s__	3300017431.a:Ga0185322_1002642_9	Proteobacteria	55.13	0.64	3.809278106508876	1974	12.0	5.0	4.0	545.0	1820180
OTU-15760	3300017431_37	MAG	GEM	d__Bacteria;p__Chloroflexota;c__Dehalococcoidia;o__GIF9;f__AB-539-J10;g__RBG-13-51-36;s__	3300017431.a:Ga0185322_1000134_36,3300017431.a:Ga0185322_1001213_5	Chloroflexota	84.32	2.97	3.203492424242423	1733	11.5	5.0	4.0	274.0	1652957
OTU-15761	3300017687_2	MAG	GEM	d__Bacteria;p__Desulfobacterota;c__Desulfarculia;o__Desulfarculales;f__Desulfarculaceae;g__;s__	3300017687.a:Ga0180016_100103_34	Desulfobacterota	97.42	1.29	3.709415247964477	4441	13.0	4.0	4.0	1372.0	4612120
OTU-15762	3300027685_49	MAG	GEM	d__Bacteria;p__Bacteroidota;c__Bacteroidia;o__Flavobacteriales;f__Flavobacteriaceae;g__MED-G11;s__MED-G11 sp002729755	3300027685.a:Ga0209554_1011572_4	Bacteroidota	77.21	0.0	1.3060105263157895	912	10.0	5.0	7.0	95.0	966324
OTU-15763	3300017431_33	MAG	GEM	d__Bacteria;p__Bacteroidota;c__Bacteroidia;o__Bacteroidales;f__UBA7960;g__UBA7960;s__	3300017431.a:Ga0185322_1000734_13	Bacteroidota	60.52	1.08	2.3008175355450238	1857	13.0	5.0	7.0	445.0	2015875
OTU-15764	3300027685_46	MAG	GEM	d__Bacteria;p__Proteobacteria;c__Alphaproteobacteria;o__Pelagibacterales;f__Pelagibacteraceae;g__Pelagibacter;s__Pelagibacter sp002732835	3300027685.a:Ga0209554_1001404_5	Proteobacteria	93.37	2.41	0.8213764705882354	1151	9.0	6.0	7.0	87.0	1043479
OTU-762	3300013125_176	MAG	GEM	d__Bacteria;p__Patescibacteria;c__Paceibacteria;o__UBA6257;f__GWB1-50-10;g__;s__	.	Patescibacteria	55.1	0.85	1.712494186046512	586	12.0	4.0	8.0	176.0	547976
OTU-15767	3300029621_9	MAG	GEM	d__Bacteria;p__Firmicutes_A;c__Clostridia;o__Oscillospirales;f__Acutalibacteraceae;g__;s__	.	Firmicutes_A	96.64	0.67	2.3689630931458736	2970	15.0	4.0	5.0	1157.0	3278495
OTU-23881	GCF_003610335.1	isolate	NCBI-RefSeq	d__Bacteria;p__Proteobacteria;c__Alphaproteobacteria;o__Rhizobiales;f__Xanthobacteraceae;g__Tardiphaga;s__Tardiphaga sp900188215	NZ_RAPX01000007.1_1139	Proteobacteria	99.78	0.49	3.7051900684931383	5995	13.0	4.0	4.0	2337.0	6349637
OTU-4398	GCF_001717765.1	isolate	NCBI-RefSeq	d__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__Pseudomonadales;f__Oleiphilaceae;g__Marinobacter;s__Marinobacter adhaerens_A	NZ_LXRF01000017.1_54	Proteobacteria	99.87	0.0	3.622983479105951	3896	12.0	4.0	5.0	1032.0	4246508
OTU-23882	GCA_003695555.1	MAG	NCBI-MAG	d__Bacteria;p__Proteobacteria;c__Alphaproteobacteria;o__Sphingomonadales;f__Kordiimonadaceae;g__;s__	RFIU01000170.1_9	Proteobacteria	82.71	0.47	3.834677064220185	2297	13.0	5.0	3.0	572.0	2303013
OTU-23883	GCA_002406115.1	MAG	NCBI-MAG	d__Bacteria;p__Firmicutes_A;c__Clostridia;o__4C28d-15;f__UBA1242;g__UBA4626;s__UBA4626 sp002406115	.	Firmicutes_A	90.45	0.16	0.9071167108753313	943	13.0	5.0	9.0	391.0	1043338
OTU-15773	3300013129_52	MAG	GEM	d__Bacteria;p__;c__;o__;f__;g__;s__	3300013129.a:Ga0172364_10000389_36		97.41	0.0	3.070735576923075	1548	11.0	5.0	6.0	217.0	1502344
OTU-15781	3300025465_11	MAG	GEM	d__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__Pseudomonadales;f__Oleiphilaceae;g__;s__	3300025465.a:Ga0209184_1000196_24	Proteobacteria	87.5	2.84	2.210214012738853	3280	12.0	5.0	6.0	795.0	3611481
OTU-15782	3300025465_10	MAG	GEM	d__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__Pseudomonadales;f__Saccharospirillaceae;g__Bermanella;s__	3300025465.a:Ga0209184_1001161_6	Proteobacteria	67.59	1.72	2.5561039301310116	3979	12.0	4.0	6.0	1180.0	4168282
OTU-23885	2710723593	MAG	IMG	d__Bacteria;p__Proteobacteria;c__Alphaproteobacteria;o__Sphingomonadales;f__Sphingomonadaceae;g__Sphingopyxis;s__Sphingopyxis sp001830555	Ga0155548_132_9	Proteobacteria	96.86	2.23	3.7856158333333565	3762	13.0	4.0	3.0	1209.0	3874227
OTU-23886	2556921625	isolate	IMG	d__Bacteria;p__Proteobacteria;c__Alphaproteobacteria;o__Acetobacterales;f__Acetobacteraceae;g__Acidocella;s__Acidocella facilis	T331DRAFT_scaffold00002.2_327	Proteobacteria	100.0	0.0	3.5564358552631723	3242	13.0	4.0	5.0	1229.0	3403931
OTU-23887	GCF_003940805.1	isolate	NCBI-RefSeq	d__Bacteria;p__Proteobacteria;c__Alphaproteobacteria;o__Rhodobacterales;f__Rhodobacteraceae;g__Tabrizicola;s__	NZ_CP034328.1_2153	Proteobacteria	99.56	0.45	3.582747918243768	4252	12.0	4.0	3.0	1321.0	4387422
OTU-15785	3300019861_18	MAG	GEM	d__Bacteria;p__Bacteroidota;c__Bacteroidia;o__Bacteroidales;f__vadinHA17;g__SR-FBR-E99;s__	3300019861.a:Ga0206388_1024228_10	Bacteroidota	75.14	2.88	2.930711618257262	2558	12.0	5.0	5.0	504.0	2782331
OTU-23888	ERS537202_32	MAG	Nayfach et al.	d__Bacteria;p__Actinobacteriota;c__Coriobacteriia;o__Coriobacteriales;f__Coriobacteriaceae;g__Collinsella;s__	ERS537202|32|k99_128980_1	Actinobacteriota	85.94	0.81	3.0763405017921217	1754	15.0	5.0	5.0	849.0	1938481
OTU-23889	GCA_002304935.1	MAG	NCBI-MAG	d__Bacteria;p__Actinobacteriota;c__UBA1414;o__UBA1414;f__UBA1414;g__UBA1414;s__UBA1414 sp002304935	DBPS01000009.1_88	Actinobacteriota	95.81	2.73	1.0367147766323026	1652	11.0	6.0	8.0	294.0	1709222
OTU-26541	GCF_003462965.1	isolate	NCBI-RefSeq	d__Bacteria;p__Actinobacteriota;c__Coriobacteriia;o__Coriobacteriales;f__Coriobacteriaceae;g__Collinsella;s__	NZ_QSCH01000006.1_55	Actinobacteriota	96.96	0.81	3.085198008849568	2228	14.0	4.0	5.0	923.0	2285372
OTU-15788	3300007220_45	MAG	GEM	d__Bacteria;p__Patescibacteria;c__Saccharimonadia;o__Saccharimonadales;f__Saccharimonadaceae;g__;s__	.	Patescibacteria	84.17	0.0	2.245344537815124	740	12.0	4.0	8.0	240.0	789076
OTU-15793	YuJ_2015__SZAXPI015220-136__bin.15	MAG	Pasolli et al.	d__Bacteria;p__Firmicutes_A;c__Clostridia;o__Oscillospirales;f__Ruminococcaceae;g__Ruminococcus_C;s__Ruminococcus_C sp000437175	.	Firmicutes_A	96.7561	0.0	2.2825218045112803	2222	15.0	5.0	6.0	742.0	2279760
OTU-15794	3300027851_72	MAG	GEM	d__Bacteria;p__Proteobacteria;c__Alphaproteobacteria;o__Micavibrionales;f__Micavibrionaceae;g__UBA6145;s__	.	Proteobacteria	71.87	0.14	2.9051888888888895	1614	13.0	5.0	6.0	370.0	1680117
OTU-4557	3300027851_70	MAG	GEM	d__Bacteria;p__Firmicutes;c__Bacilli;o__Acholeplasmatales;f__Acholeplasmataceae;g__UBA2284;s__	.	Firmicutes	98.67	0.44	1.9443717171717165	1662	12.0	4.0	8.0	511.0	1748776
OTU-23891	GCF_001752395.1	isolate	NCBI-RefSeq	d__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__Enterobacterales;f__Alteromonadaceae;g__Rheinheimera;s__Rheinheimera salexigens	NZ_MKEK01000001.1_131	Proteobacteria	99.1	0.36	1.3104565217391297	3191	12.0	5.0	6.0	966.0	3441881
OTU-15797	2616645016	MAG	IMG	d__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__Evansiales;f__;g__;s__	ETFinal_129	Proteobacteria	71.6	0.57	0.5668977272727274	589	10.0	5.0	8.5	88.0	631345
OTU-23892	GCA_002316215.1	MAG	NCBI-MAG	d__Bacteria;p__Firmicutes_A;c__Clostridia;o__Lachnospirales;f__Lachnospiraceae;g__UBA1066;s__UBA1066 sp002316215	DCDB01000043.1_4	Firmicutes_A	88.01	0.63	1.6731191626409014	3001	14.0	5.0	6.0	671.0	3306255
OTU-23893	ERR1190974_bin.78	MAG	Almeida et al.	d__Bacteria;p__Actinobacteriota;c__Coriobacteriia;o__Coriobacteriales;f__Coriobacteriaceae;g__Collinsella;s__	NODE_86_length_128958_cov_8.729161_72	Actinobacteriota	100.0	1.61	3.0883880926130187	1979	14.0	5.0	5.0	921.0	2326547
OTU-23894	2698536736	MAG	IMG	d__Bacteria;p__Dormibacterota;c__Dormibacteria;o__Dormibacterales;f__Dormibacteraceae;g__QHBS01;s__QHBS01 sp003243885	.	Dormibacterota	92.44	4.63	4.019141838916619	5587	12.0	5.0	0.0	1435.0	5287456
OTU-23895	GCF_004349195.1	isolate	NCBI-RefSeq	d__Bacteria;p__Bacteroidota;c__Bacteroidia;o__Flavobacteriales;f__Flavobacteriaceae;g__Flavobacterium;s__	NZ_SMLG01000015.1_12	Bacteroidota	98.94	0.53	1.2927502040816337	3300	14.0	4.0	8.0	1229.0	3776925
OTU-15805	3300023097_6	MAG	GEM	d__Bacteria;p__Bacteroidota;c__Bacteroidia;o__Chitinophagales;f__Chitinophagaceae;g__;s__	3300023097.a:Ga0247757_10003085_8	Bacteroidota	79.97	2.71	2.823322158626343	3444	14.0	5.0	6.0	1267.0	3637056
OTU-15810	LiJ_2014__V1.FI19__bin.18	MAG	Pasolli et al.	d__Bacteria;p__Firmicutes_A;c__Clostridia;o__Oscillospirales;f__Acutalibacteraceae;g__Eubacterium_R;s__Eubacterium_R sp000431535	.	Firmicutes_A	97.3154	0.0	1.7136748091603051	1998	14.0	4.0	7.0	664.0	2121271
OTU-2574	GCA_002381125.1	MAG	NCBI-MAG	d__Bacteria;p__Bacteroidota;c__Bacteroidia;o__Bacteroidales;f__Dysgonomonadaceae;g__UBA4179;s__UBA4179 sp002381125	DFUT01000044.1_44	Bacteroidota	99.45	0.0	1.7796883852691225	1798	14.0	5.0	8.0	355.0	2158875
OTU-23896	GCA_002396525.1	MAG	NCBI-MAG	d__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__Burkholderiales;f__Rhodocyclaceae;g__Dechloromonas;s__Dechloromonas sp002396525	DGYB01000062.1_7	Proteobacteria	96.22	0.0	3.605852908891348	3821	11.0	4.0	4.0	934.0	3842779
OTU-23897	GCA_002457715.1	MAG	NCBI-MAG	d__Bacteria;p__Bacteroidota;c__Bacteroidia;o__Flavobacteriales;f__Flavobacteriaceae;g__MED-G14;s__MED-G14 sp002457715	NTKN01000003.1_40	Bacteroidota	66.54	0.0	1.1174285714285714	1010	10.0	5.0	8.0	106.0	1063518
OTU-15817	GCA_003550725.1	MAG	NCBI-MAG	d__Bacteria;p__Bacteroidota;c__Bacteroidia;o__Bacteroidales;f__UBA7960;g__;s__	PUKZ01000165.1_51	Bacteroidota	94.35	1.08	1.0696277372262766	2479	12.0	6.0	8.0	566.0	3019677
OTU-28025	GCF_002007785.1	isolate	NCBI-RefSeq	d__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__Pseudomonadales;f__Pseudomonadaceae;g__Pseudomonas_E;s__Pseudomonas_E azotoformans_B	NZ_CP019856.1_5709	Proteobacteria	99.93	0.79	3.7016591853698886	5975	14.0	4.0	4.0	2406.0	6581295
OTU-11563	GCA_003550665.1	MAG	NCBI-MAG	d__Bacteria;p__Proteobacteria;c__Alphaproteobacteria;o__Rhodobacterales;f__Rhodobacteraceae;g__WD3A24;s__	PUKW01000048.1_8	Proteobacteria	89.53	2.13	3.651847682119223	3366	13.0	4.0	0.0	951.0	3147484
OTU-23900	2636416099	isolate	IMG	d__Bacteria;p__Actinobacteriota;c__Actinobacteria;o__Actinomycetales;f__Dermatophilaceae;g__Tetrasphaera;s__Tetrasphaera japonica	Ga0097842_1019_1	Actinobacteriota	92.43	2.43	4.237493712772994	4783	14.0	4.0	0.0	1579.0	5118921
OTU-15823	3300013772_11	MAG	GEM	d__Bacteria;p__Fibrobacterota;c__Fibrobacteria;o__UBA11236;f__UBA11236;g__;s__	3300013772.a:Ga0120158_10002273_10,3300013772.a:Ga0120158_10005944_5	Fibrobacterota	85.38	3.85	4.037278317152129	4329	11.0	4.0	4.0	964.0	4517263
OTU-4734	GCA_002404095.1	MAG	NCBI-MAG	d__Bacteria;p__Planctomycetota;c__Planctomycetes;o__Gemmatales;f__Gemmataceae;g__UBA4732;s__UBA4732 sp002404095	DHJA01000231.1_10,DHJA01000105.1_37,DHJA01000274.1_3	Planctomycetota	91.16	3.49	3.6553281173594114	6018	14.0	5.0	3.0	2097.0	6800994
OTU-41882	GCF_004345045.1	isolate	NCBI-RefSeq	d__Bacteria;p__Campylobacterota;c__Campylobacteria;o__Campylobacterales;f__Campylobacteraceae;g__Campylobacter_D;s__Campylobacter_D volucris	NZ_CP037746.1_1014	Campylobacterota	98.78	0.0	0.691522633744856	1534	11.0	5.0	7.0	243.0	1524978
OTU-42034	GCF_002682985.1	isolate	NCBI-RefSeq	d__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__Enterobacterales;f__Enterobacteriaceae;g__Tremblaya;s__Tremblaya phenacola	.	Proteobacteria	53.03	0.0	0.9807857142857144	205	9.0	5.0	6.0	16.0	218932
OTU-32631	SRS476833_5	MAG	Nayfach et al.	d__Bacteria;p__Bacteroidota;c__Bacteroidia;o__Bacteroidales;f__Paludibacteraceae;g__;s__	SRS476833|5|k119_365451_7	Bacteroidota	84.84	1.08	2.258280575539568	1581	13.0	5.0	7.0	332.0	1732908
OTU-15828	3300009709_46	MAG	GEM	d__Bacteria;p__Verrucomicrobiota_A;c__Chlamydiia;o__Parachlamydiales;f__Ga0074140;g__;s__	3300009709.a:Ga0116227_10011510_4	Verrucomicrobiota_A	89.86	1.35	2.9854908256880712	1566	12.0	4.0	6.0	221.0	1600292
OTU-15829	3300010371_48	MAG	GEM	d__Bacteria;p__Bdellovibrionota;c__Bdellovibrionia;o__Bdellovibrionales;f__Bdellovibrionaceae;g__21-14-0-10-47-8;s__	3300010371.a:Ga0134125_10000194_104	Bdellovibrionota	98.2	0.0	2.6335630630630624	2852	12.0	4.0	6.0	444.0	2868646
OTU-23903	2791355419	isolate	IMG	d__Bacteria;p__Actinobacteriota;c__Actinobacteria;o__Streptomycetales;f__Streptomycetaceae;g__Streptomyces;s__Streptomyces sp002291145	Ga0309118_1032_11,Ga0309118_1102_95	Actinobacteriota	100.0	1.29	4.067074163969722	9503	15.0	5.0	0.0	3731.0	10341198
OTU-23904	2616644820	isolate	IMG	d__Bacteria;p__Proteobacteria;c__Alphaproteobacteria;o__Rhodobacterales;f__Rhodobacteraceae;g__Celeribacter;s__Celeribacter baekdonensis	Ga0070505_104_236	Proteobacteria	99.24	0.3	3.4488420245398927	4381	12.0	4.0	5.0	1306.0	4442624
OTU-15830	3300009709_41	MAG	GEM	d__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__Burkholderiales;f__Burkholderiaceae;g__BOG-994;s__	3300009709.a:Ga0116227_10032473_4	Proteobacteria	56.21	0.93	4.019105785123974	2186	12.0	4.0	0.0	639.0	2059997
OTU-23905	GCF_000308615.1	isolate	NCBI-RefSeq	d__Bacteria;p__Actinobacteriota;c__Actinobacteria;o__Mycobacteriales;f__Mycobacteriaceae;g__Nocardia;s__Nocardia jiangxiensis	NZ_BAGB01000018.1_13,NZ_BAGB01000006.1_47	Actinobacteriota	99.94	2.95	3.7926022339434784	9654	14.0	5.0	0.0	3239.0	10445918
OTU-23906	ZeeviD_2015__PNP_Main_712__bin.47	MAG	Pasolli et al.	d__Bacteria;p__Firmicutes;c__Bacilli;o__RF39;f__CAG-611;g__CAG-451;s__	.	Firmicutes	93.8202	1.68539	0.521153846153846	1420	12.0	5.0	9.0	451.0	1382274
OTU-15832	3300010371_41	MAG	GEM	d__Bacteria;p__Bacteroidota;c__Bacteroidia;o__AKYH767;f__Palsa-948;g__;s__	3300010371.a:Ga0134125_10000092_17	Bacteroidota	96.57	0.95	1.5860833333333333	2951	12.0	5.0	7.0	639.0	3409496
OTU-23908	GCF_000508185.1	isolate	NCBI-RefSeq	d__Bacteria;p__Proteobacteria;c__Alphaproteobacteria;o__Sphingomonadales;f__Sphingomonadaceae;g__Sphingobium;s__Sphingobium sp000508185	NZ_AYOY01000183.1_7	Proteobacteria	99.93	0.2	3.7246592987805016	4651	13.0	5.0	4.0	1335.0	4776810
OTU-15833	3300010371_44	MAG	GEM	d__Bacteria;p__Bacteroidota;c__Bacteroidia;o__AKYH767;f__b-17BO;g__;s__	.	Bacteroidota	81.67	1.19	1.5402237521514635	2789	12.0	5.0	7.0	589.0	3292023
OTU-18964	648276759	isolate	IMG	d__Bacteria;p__Desulfobacterota;c__Desulfobacteria;o__Desulfatiglandales;f__NaphS2;g__NaphS2;s__NaphS2 sp000179315	NZ_ADZZ01000282_77	Desulfobacterota	94.52	2.39	2.777284818067759	6713	12.0	5.0	6.0	833.0	6554722
OTU-17935	3300008747_13	MAG	GEM	d__Bacteria;p__Bacteroidota;c__Bacteroidia;o__Bacteroidales;f__Bacteroidaceae;g__Alloprevotella;s__	3300008747.a:Ga0115677_100284_25	Bacteroidota	61.26	0.87	1.786167848699764	1299	14.0	5.0	7.0	445.0	1427569
OTU-23913	2623620407	MAG	IMG	d__Bacteria;p__Planctomycetota;c__Planctomycetes;o__Pirellulales;f__Ga0077529;g__Ga0077529;s__Ga0077529 sp001464525	Ga0077529_1154_1,Ga0077529_1245_31	Planctomycetota	84.15	0.0	3.5678488148622707	4586	12.0	4.0	4.0	1583.0	5095660
OTU-23914	GCA_001464475.1	MAG	NCBI-MAG	d__Bacteria;p__Bacteroidota;c__Bacteroidia;o__Flavobacteriales;f__Flavobacteriaceae;g__Flavobacterium;s__Flavobacterium sp001464475	LNDX01000002.1_99	Bacteroidota	98.41	1.01	1.0099990458015269	3236	14.0	5.0	8.0	1051.0	3450020
OTU-41885	GCF_000237305.1	isolate	NCBI-RefSeq	d__Bacteria;p__Actinobacteriota;c__Actinobacteria;o__Streptomycetales;f__Streptomycetaceae;g__Streptomyces_C;s__Streptomyces_C cattleya	NC_016111.1_3966	Actinobacteriota	100.0	0.0	4.099676860346523	7175	15.0	4.0	0.0	2943.0	8092553
OTU-15847	3300025525_4	MAG	GEM	d__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__Methylococcales;f__Methylomonadaceae;g__;s__	3300025525.a:Ga0208244_100135_61	Proteobacteria	96.49	3.06	2.4343483870967795	4216	11.0	5.0	5.0	942.0	4673022
OTU-15848	3300025525_5	MAG	GEM	d__Bacteria;p__Desulfobacterota;c__BSN033;o__BSN033;f__UBA1163;g__RBG-16-49-23;s__	3300025525.a:Ga0208244_100524_7	Desulfobacterota	95.48	3.23	2.766477255204336	4520	11.0	5.0	5.0	1325.0	4613929
OTU-4873	3300025525_6	MAG	GEM	d__Bacteria;p__Chloroflexota;c__Anaerolineae;o__Anaerolineales;f__envOPS12;g__UBA8950;s__	3300025525.a:Ga0208244_101546_11	Chloroflexota	96.36	2.91	3.1646395348837326	4355	14.0	5.0	5.0	1414.0	4542723
OTU-9440	3300025525_7	MAG	GEM	d__Bacteria;p__Bacteroidota;c__UBA10030;o__UBA10030;f__;g__;s__	3300025525.a:Ga0208244_101183_2	Bacteroidota	96.16	2.19	3.365124752475248	3181	12.0	5.0	5.0	543.0	3690328
OTU-15851	3300025525_8	MAG	GEM	d__Bacteria;p__Bacteroidota;c__Ignavibacteria;o__Ignavibacteriales;f__Ignavibacteriaceae;g__;s__	3300025525.a:Ga0208244_102022_8	Bacteroidota	82.35	3.14	1.6482807339449534	3398	12.0	5.0	7.0	567.0	3612052
OTU-15852	3300025525_9	MAG	GEM	d__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__Burkholderiales;f__Hydrogenophilaceae;g__UBA3361;s__	3300025525.a:Ga0208244_100013_7	Proteobacteria	82.46	0.82	3.636751619870429	3248	11.0	4.0	4.0	937.0	3527471
OTU-23917	GCA_003242515.1	MAG	NCBI-MAG	d__Bacteria;p__Actinobacteriota;c__Acidimicrobiia;o__UBA5794;f__ZC4RG35;g__ZC4RG35;s__ZC4RG35 sp003242515	QGUS01000001.1_8	Actinobacteriota	92.31	3.85	4.300852083333328	2412	13.0	4.0	0.0	518.0	2056350
OTU-23918	2671180348	isolate	IMG	d__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__Enterobacterales;f__Vibrionaceae;g__Vibrio;s__Vibrio tritonius	Ga0123752_11_216	Proteobacteria	98.1	3.17	2.1071286286286406	4563	12.0	4.0	7.0	1998.0	5221926
OTU-23919	GCF_001429415.1	isolate	NCBI-RefSeq	d__Bacteria;p__Proteobacteria;c__Alphaproteobacteria;o__Rhizobiales;f__Beijerinckiaceae;g__Bosea;s__Bosea robiniae	NZ_LMJU01000009.1_23	Proteobacteria	98.96	0.78	3.9535908130939745	5215	13.0	4.0	3.0	1899.0	5365412
OTU-23920	GCF_001429505.1	isolate	NCBI-RefSeq	d__Bacteria;p__Proteobacteria;c__Alphaproteobacteria;o__Rhizobiales;f__Beijerinckiaceae;g__Bosea;s__Bosea sp001429505	NZ_LMJW01000021.1_82	Proteobacteria	98.43	0.94	3.94744911979388	6309	13.0	4.0	3.0	2331.0	6609529
OTU-23921	GCF_001429395.1	isolate	NCBI-RefSeq	d__Bacteria;p__Proteobacteria;c__Alphaproteobacteria;o__Rhizobiales;f__Beijerinckiaceae;g__Bosea;s__Bosea sp001429395	NZ_LMJT01000022.1_19	Proteobacteria	99.37	0.42	3.9932878211227227	5402	13.0	4.0	3.0	2111.0	5690728
OTU-4940	3300025597_35	MAG	GEM	d__Bacteria;p__Spirochaetota;c__Spirochaetia;o__Treponematales;f__UBA8932;g__;s__	.	Spirochaetota	63.22	0.0	2.5500557491289197	1539	13.0	5.0	6.0	289.0	1718963
OTU-15861	3300028601_56	MAG	GEM	d__Bacteria;p__Desulfuromonadota;c__Desulfuromonadia;o__Geobacterales;f__Pelobacteraceae;g__Geobacter_C;s__	3300028601.a:Ga0265295_1003588_16	Desulfuromonadota	94.19	1.29	2.133455223880597	2019	12.0	5.0	6.0	420.0	2024830
OTU-5236	3300028601_57	MAG	GEM	d__Bacteria;p__Firmicutes_I;c__Bacilli_A;o__Thermicanales;f__Thermicanaceae;g__Carbobacillus;s__	.	Firmicutes_I	88.03	2.27	1.7826685082872922	2084	12.0	5.0	7.0	376.0	1993791
